step,train_loss,val_loss,lr,tokens_seen,elapsed_sec
1,19.455597,9.734903,0.00000600,2048,0.36
2,19.456070,,0.00001200,4096,0.38
3,19.473083,,0.00001800,6144,0.40
4,19.472000,,0.00002400,8192,0.42
5,19.463043,,0.00003000,10240,0.44
6,19.445747,,0.00003600,12288,0.46
7,19.437286,,0.00004200,14336,0.48
8,19.433296,,0.00004800,16384,0.50
9,19.397858,,0.00005400,18432,0.52
10,19.421700,,0.00006000,20480,0.54
11,19.362274,,0.00006600,22528,0.56
12,19.367851,,0.00007200,24576,0.58
13,19.315483,,0.00007800,26624,0.61
14,19.267998,,0.00008400,28672,0.63
15,19.233452,,0.00009000,30720,0.65
16,19.181717,,0.00009600,32768,0.67
17,19.191456,,0.00010200,34816,0.69
18,19.104919,,0.00010800,36864,0.71
19,19.056404,,0.00011400,38912,0.73
20,19.013943,,0.00012000,40960,0.75
21,18.919979,,0.00012600,43008,0.77
22,18.947983,,0.00013200,45056,0.79
23,18.820290,,0.00013800,47104,0.81
24,18.796520,,0.00014400,49152,0.83
25,18.701244,,0.00015000,51200,0.85
26,18.699413,,0.00015600,53248,0.87
27,18.640034,,0.00016200,55296,0.89
28,18.615517,,0.00016800,57344,0.92
29,18.577316,,0.00017400,59392,0.94
30,18.498665,,0.00018000,61440,0.96
31,18.456009,,0.00018600,63488,0.98
32,18.476982,,0.00019200,65536,1.00
33,18.302383,,0.00019800,67584,1.02
34,18.386448,,0.00020400,69632,1.04
35,18.269329,,0.00021000,71680,1.06
36,18.177174,,0.00021600,73728,1.08
37,18.120636,,0.00022200,75776,1.10
38,18.182476,,0.00022800,77824,1.12
39,18.010948,,0.00023400,79872,1.14
40,17.958641,,0.00024000,81920,1.16
41,17.946632,,0.00024600,83968,1.18
42,17.794426,,0.00025200,86016,1.20
43,17.864159,,0.00025800,88064,1.22
44,17.704887,,0.00026400,90112,1.24
45,17.752373,,0.00027000,92160,1.26
46,17.615025,,0.00027600,94208,1.29
47,17.542690,,0.00028200,96256,1.31
48,17.449383,,0.00028800,98304,1.33
49,17.481125,,0.00029400,100352,1.35
50,17.498859,8.622160,0.00030000,102400,1.49
51,17.287743,,0.00030000,104448,1.51
52,17.351116,,0.00029999,106496,1.53
53,17.182850,,0.00029995,108544,1.55
54,17.211784,,0.00029989,110592,1.57
55,17.248180,,0.00029981,112640,1.59
56,17.058643,,0.00029970,114688,1.61
57,16.990219,,0.00029957,116736,1.63
58,17.121174,,0.00029942,118784,1.65
59,17.044624,,0.00029924,120832,1.68
60,16.921032,,0.00029904,122880,1.70
61,16.949444,,0.00029882,124928,1.72
62,16.892490,,0.00029857,126976,1.74
63,16.742771,,0.00029830,129024,1.76
64,16.824883,,0.00029800,131072,1.78
65,16.658600,,0.00029768,133120,1.80
66,16.643764,,0.00029734,135168,1.82
67,16.721893,,0.00029698,137216,1.84
68,16.606197,,0.00029659,139264,1.86
69,16.687735,,0.00029618,141312,1.88
70,16.785599,,0.00029574,143360,1.90
71,16.800117,,0.00029529,145408,1.92
72,16.584829,,0.00029481,147456,1.94
73,16.395355,,0.00029430,149504,1.96
74,16.388601,,0.00029378,151552,1.98
75,16.507294,,0.00029323,153600,2.00
76,16.390829,,0.00029266,155648,2.02
77,16.387508,,0.00029206,157696,2.05
78,16.313437,,0.00029145,159744,2.07
79,16.419100,,0.00029081,161792,2.09
80,16.227587,,0.00029015,163840,2.11
81,16.442696,,0.00028947,165888,2.13
82,16.547590,,0.00028876,167936,2.15
83,16.313921,,0.00028803,169984,2.17
84,16.233360,,0.00028729,172032,2.19
85,16.525579,,0.00028652,174080,2.21
86,16.245979,,0.00028572,176128,2.23
87,16.513947,,0.00028491,178176,2.25
88,16.292837,,0.00028408,180224,2.27
89,16.465954,,0.00028322,182272,2.29
90,16.310156,,0.00028234,184320,2.31
91,16.271090,,0.00028145,186368,2.33
92,16.451080,,0.00028053,188416,2.35
93,16.402857,,0.00027959,190464,2.37
94,16.349558,,0.00027863,192512,2.39
95,16.312616,,0.00027765,194560,2.41
96,16.257774,,0.00027665,196608,2.43
97,16.186661,,0.00027563,198656,2.46
98,16.339935,,0.00027459,200704,2.48
99,16.351320,,0.00027353,202752,2.50
100,16.242516,8.178546,0.00027245,204800,2.64
101,16.370663,,0.00027135,206848,2.66
102,16.406656,,0.00027024,208896,2.68
103,16.596073,,0.00026910,210944,2.70
104,16.307579,,0.00026794,212992,2.72
105,16.249475,,0.00026677,215040,2.74
106,16.347832,,0.00026558,217088,2.76
107,16.505255,,0.00026437,219136,2.78
108,16.377817,,0.00026314,221184,2.80
109,16.081245,,0.00026189,223232,2.82
110,16.458260,,0.00026063,225280,2.84
111,16.297585,,0.00025935,227328,2.87
112,16.299837,,0.00025805,229376,2.89
113,16.320978,,0.00025673,231424,2.91
114,16.277500,,0.00025540,233472,2.93
115,16.208952,,0.00025405,235520,2.95
116,16.513008,,0.00025268,237568,2.97
117,16.263527,,0.00025130,239616,2.99
118,16.311975,,0.00024990,241664,3.01
119,16.450665,,0.00024849,243712,3.03
120,16.397165,,0.00024706,245760,3.05
121,16.381914,,0.00024561,247808,3.07
122,16.645103,,0.00024415,249856,3.09
123,16.527348,,0.00024268,251904,3.11
124,16.571638,,0.00024119,253952,3.13
125,16.405701,,0.00023969,256000,3.15
126,16.452765,,0.00023817,258048,3.17
127,16.373121,,0.00023664,260096,3.19
128,16.438246,,0.00023509,262144,3.21
129,16.231346,,0.00023353,264192,3.23
130,16.316458,,0.00023196,266240,3.25
131,16.244696,,0.00023037,268288,3.27
132,16.167122,,0.00022878,270336,3.29
133,16.159122,,0.00022717,272384,3.31
134,16.524956,,0.00022554,274432,3.33
135,16.370243,,0.00022391,276480,3.35
136,16.336731,,0.00022226,278528,3.37
137,16.221972,,0.00022061,280576,3.40
138,16.315474,,0.00021894,282624,3.42
139,16.359343,,0.00021726,284672,3.44
140,16.347664,,0.00021557,286720,3.46
141,16.347872,,0.00021387,288768,3.48
142,16.189932,,0.00021216,290816,3.50
143,16.176281,,0.00021044,292864,3.52
144,16.141417,,0.00020871,294912,3.54
145,16.484715,,0.00020697,296960,3.56
146,16.401865,,0.00020522,299008,3.59
147,16.443869,,0.00020346,301056,3.61
148,16.383934,,0.00020170,303104,3.63
149,16.236559,,0.00019992,305152,3.65
150,16.108267,8.112879,0.00019814,307200,3.79
151,16.341026,,0.00019635,309248,3.81
152,16.201132,,0.00019456,311296,3.83
153,16.280149,,0.00019275,313344,3.85
154,16.251917,,0.00019094,315392,3.87
155,16.508919,,0.00018913,317440,3.89
156,16.386082,,0.00018730,319488,3.91
157,16.407043,,0.00018547,321536,3.93
158,16.270451,,0.00018364,323584,3.95
159,16.266148,,0.00018180,325632,3.97
160,16.184414,,0.00017996,327680,3.99
161,16.337566,,0.00017811,329728,4.02
162,16.271942,,0.00017625,331776,4.04
163,16.464888,,0.00017440,333824,4.06
164,16.157845,,0.00017253,335872,4.08
165,16.181780,,0.00017067,337920,4.10
166,16.126184,,0.00016880,339968,4.12
167,16.200693,,0.00016693,342016,4.14
168,16.151682,,0.00016505,344064,4.16
169,16.298960,,0.00016318,346112,4.18
170,16.303198,,0.00016130,348160,4.20
171,16.383753,,0.00015942,350208,4.22
172,16.274225,,0.00015754,352256,4.24
173,16.319389,,0.00015565,354304,4.26
174,16.293837,,0.00015377,356352,4.28
175,16.394333,,0.00015188,358400,4.30
176,16.003166,,0.00015000,360448,4.32
177,16.263273,,0.00014812,362496,4.34
178,16.185574,,0.00014623,364544,4.36
179,16.189041,,0.00014435,366592,4.38
180,16.111591,,0.00014246,368640,4.40
181,16.422209,,0.00014058,370688,4.42
182,16.142176,,0.00013870,372736,4.45
183,16.285805,,0.00013682,374784,4.47
184,16.234116,,0.00013495,376832,4.49
185,16.165234,,0.00013307,378880,4.51
186,16.222137,,0.00013120,380928,4.53
187,16.038145,,0.00012933,382976,4.55
188,16.115042,,0.00012747,385024,4.57
189,16.160133,,0.00012560,387072,4.59
190,15.997562,,0.00012375,389120,4.61
191,16.164568,,0.00012189,391168,4.63
192,16.075237,,0.00012004,393216,4.65
193,16.070404,,0.00011820,395264,4.67
194,16.372171,,0.00011636,397312,4.69
195,16.214224,,0.00011453,399360,4.71
196,16.191898,,0.00011270,401408,4.74
197,16.048512,,0.00011087,403456,4.76
198,15.898741,,0.00010906,405504,4.78
199,16.186979,,0.00010725,407552,4.80
200,15.989422,8.057477,0.00010544,409600,4.94
201,16.151894,,0.00010365,411648,4.96
202,16.164595,,0.00010186,413696,4.98
203,16.157001,,0.00010008,415744,5.00
204,16.113968,,0.00009830,417792,5.02
205,16.218172,,0.00009654,419840,5.04
206,15.939789,,0.00009478,421888,5.06
207,16.137934,,0.00009303,423936,5.08
208,16.051332,,0.00009129,425984,5.10
209,16.142643,,0.00008956,428032,5.12
210,16.035318,,0.00008784,430080,5.14
211,16.198219,,0.00008613,432128,5.16
212,16.082148,,0.00008443,434176,5.19
213,16.230812,,0.00008274,436224,5.21
214,16.026133,,0.00008106,438272,5.23
215,16.080877,,0.00007939,440320,5.25
216,16.142403,,0.00007774,442368,5.27
217,16.167799,,0.00007609,444416,5.29
218,16.194790,,0.00007446,446464,5.31
219,16.025343,,0.00007283,448512,5.33
220,16.045488,,0.00007122,450560,5.35
221,16.071606,,0.00006963,452608,5.37
222,16.158085,,0.00006804,454656,5.39
223,15.964640,,0.00006647,456704,5.42
224,15.967747,,0.00006491,458752,5.44
225,15.813383,,0.00006336,460800,5.46
226,15.933569,,0.00006183,462848,5.48
227,16.007040,,0.00006031,464896,5.50
228,16.222876,,0.00005881,466944,5.52
229,16.300842,,0.00005732,468992,5.54
230,16.078320,,0.00005585,471040,5.56
231,16.208698,,0.00005439,473088,5.58
232,16.164967,,0.00005294,475136,5.60
233,16.141022,,0.00005151,477184,5.62
234,16.001493,,0.00005010,479232,5.64
235,16.125023,,0.00004870,481280,5.67
236,16.152639,,0.00004732,483328,5.69
237,16.278059,,0.00004595,485376,5.71
238,16.207912,,0.00004460,487424,5.73
239,16.115667,,0.00004327,489472,5.75
240,16.080982,,0.00004195,491520,5.77
241,16.167030,,0.00004065,493568,5.79
242,16.041218,,0.00003937,495616,5.81
243,15.973680,,0.00003811,497664,5.83
244,16.218260,,0.00003686,499712,5.85
245,16.199331,,0.00003563,501760,5.87
246,15.980257,,0.00003442,503808,5.90
247,16.198881,,0.00003323,505856,5.92
248,15.975418,,0.00003206,507904,5.94
249,16.340958,,0.00003090,509952,5.96
250,16.303102,8.006859,0.00002976,512000,6.10
251,16.159664,,0.00002865,514048,6.12
252,16.006563,,0.00002755,516096,6.14
253,16.182043,,0.00002647,518144,6.16
254,15.981745,,0.00002541,520192,6.18
255,15.999119,,0.00002437,522240,6.20
256,16.003326,,0.00002335,524288,6.23
257,16.223221,,0.00002235,526336,6.25
258,16.133135,,0.00002137,528384,6.27
259,16.086337,,0.00002041,530432,6.29
260,15.965210,,0.00001947,532480,6.31
261,16.085728,,0.00001855,534528,6.33
262,16.105594,,0.00001766,536576,6.35
263,16.154446,,0.00001678,538624,6.37
264,15.968063,,0.00001592,540672,6.39
265,16.164606,,0.00001509,542720,6.41
266,15.991154,,0.00001428,544768,6.43
267,15.984208,,0.00001348,546816,6.45
268,16.166899,,0.00001271,548864,6.47
269,16.009130,,0.00001197,550912,6.49
270,16.091353,,0.00001124,552960,6.51
271,16.121899,,0.00001053,555008,6.53
272,15.896605,,0.00000985,557056,6.55
273,16.104115,,0.00000919,559104,6.57
274,16.162634,,0.00000855,561152,6.59
275,16.110338,,0.00000794,563200,6.61
276,16.047799,,0.00000734,565248,6.63
277,16.223806,,0.00000677,567296,6.65
278,16.039291,,0.00000622,569344,6.67
279,16.256062,,0.00000570,571392,6.69
280,15.952864,,0.00000519,573440,6.72
281,16.021770,,0.00000471,575488,6.74
282,16.126699,,0.00000426,577536,6.76
283,16.031591,,0.00000382,579584,6.78
284,16.268116,,0.00000341,581632,6.80
285,16.160008,,0.00000302,583680,6.82
286,16.066127,,0.00000266,585728,6.84
287,15.959476,,0.00000232,587776,6.86
288,16.150152,,0.00000200,589824,6.88
289,16.087796,,0.00000170,591872,6.90
290,15.966616,,0.00000143,593920,6.92
291,16.120559,,0.00000118,595968,6.94
292,16.268972,,0.00000096,598016,6.96
293,16.042229,,0.00000076,600064,6.98
294,16.194905,,0.00000058,602112,7.00
295,15.962275,,0.00000043,604160,7.02
296,16.139088,,0.00000030,606208,7.04
297,16.174068,,0.00000019,608256,7.06
298,16.183283,,0.00000011,610304,7.09
299,16.108341,,0.00000005,612352,7.11
300,16.123830,8.022310,0.00000001,614400,7.22
